EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
12216,32,No,Travel_Frequently,375,Sales,12,4,Life Sciences,1.0,3,Male,51,1,Sales Representative,2,Divorced,8258.0,1,No,16,3,3,80,0,14,5,3,1,1,0,1
12217,33,No,Travel_Rarely,526,Research & Development,2,4,Human Resources,1.0,4,Male,72,4,Laboratory Technician,4,Married,11590.0,7,Yes,24,3,2,80,1,15,3,3,15,1,14,4
12218,36,No,Travel_Rarely,375,Human Resources,19,4,Marketing,1.0,3,Male,51,3,Human Resources,1,Single,8262.0,4,No,14,3,4,80,0,18,1,2,6,1,2,1
12219,37,Yes,Travel_Rarely,387,Sales,13,4,Other,1.0,4,Male,53,1,Sales Representative,4,Married,8531.0,2,No,11,3,3,80,0,19,5,1,7,7,0,0
12220,38,No,Travel_Frequently,341,Sales,10,3,Medical,1.0,4,Male,46,2,Sales Executive,2,Married,7510.0,5,No,17,3,4,80,1,20,1,3,6,3,2,1
12221,42,No,Travel_Rarely,457,Sales,6,4,Technical Degree,1.0,4,Female,62,3,Sales Representative,1,Single,10063.0,3,No,24,3,2,80,1,24,1,3,9,6,0,3
12222,35,No,Non-Travel,470,Research & Development,8,2,Marketing,1.0,1,Female,64,4,Manager,3,Married,10346.0,2,No,24,3,2,80,1,17,3,3,10,9,3,9
12223,46,No,Travel_Rarely,827,Research & Development,9,2,Life Sciences,1.0,1,Male,100,3,Laboratory Technician,3,Single,16647.0024,4,No,22,3,3,80,0,28,1,4,0,0,0,0
12224,41,No,Travel_Frequently,439,Sales,8,4,Marketing,1.0,2,Female,60,2,Sales Executive,3,Married,9658.0,3,No,15,3,2,80,1,23,0,2,3,3,2,0
12225,30,No,Travel_Frequently,518,Sales,7,4,Medical,1.0,3,Female,71,3,Sales Executive,2,Divorced,11398.0,8,No,18,3,1,80,3,12,5,2,12,11,1,1
12226,50,No,Non-Travel,674,Research & Development,6,3,Life Sciences,1.0,1,Male,92,3,Research Director,2,Divorced,14829.0,5,No,21,3,2,80,1,32,1,3,7,7,5,7
12227,23,No,Travel_Frequently,329,Research & Development,18,2,Life Sciences,1.0,1,Female,45,1,Research Scientist,4,Married,7255.0,4,No,16,3,2,80,1,5,5,3,5,5,1,5
12228,36,No,Travel_Frequently,431,Sales,4,4,Life Sciences,1.0,3,Female,59,3,Sales Executive,3,Married,9487.0,4,Yes,19,3,3,80,0,18,0,3,3,0,3,3
12229,46,Yes,Travel_Rarely,492,Sales,19,4,Medical,1.0,3,Male,67,2,Sales Executive,2,Single,10829.0,4,No,21,3,2,80,0,28,5,2,0,0,0,0
12230,29,No,Travel_Rarely,300,Research & Development,12,3,Medical,1.0,1,Female,41,3,Research Scientist,3,Single,6621.0,3,No,25,4,3,80,1,11,0,4,1,1,0,1
12231,40,No,Travel_Rarely,268,Research & Development,12,1,Medical,1.0,3,Female,36,3,Research Scientist,1,Married,5914.0,6,No,25,3,3,80,0,22,5,3,2,2,1,0
12232,42,No,Travel_Rarely,694,Research & Development,11,4,Medical,1.0,3,Female,95,3,Manufacturing Director,4,Married,15272.0,6,No,12,3,3,80,2,24,5,3,21,1,2,0
12233,28,No,Travel_Rarely,369,Research & Development,15,2,Life Sciences,1.0,4,Female,50,3,Laboratory Technician,3,Married,8127.0,3,Yes,23,3,4,80,3,10,2,3,10,2,1,7
12234,36,No,Travel_Rarely,415,Sales,9,2,Life Sciences,1.0,1,Male,57,2,Sales Executive,3,Single,9143.0,3,Yes,25,3,4,80,3,18,2,3,13,0,6,0
12235,35,Yes,Travel_Rarely,310,Sales,7,3,Life Sciences,1.0,3,Male,42,3,Sales Executive,3,Married,6831.0,2,Yes,12,3,2,80,0,17,3,3,5,5,2,5
12236,31,No,Travel_Rarely,316,Research & Development,3,3,Medical,1.0,3,Male,43,4,Research Scientist,2,Married,6952.0,5,No,14,3,3,80,0,13,2,3,5,0,0,5
12237,60,No,Non-Travel,598,Research & Development,24,4,Medical,1.0,3,Male,82,4,Research Scientist,1,Divorced,13160.0,6,No,15,3,1,80,1,42,3,3,12,4,5,4
12238,29,Yes,Non-Travel,289,Research & Development,7,2,Medical,1.0,1,Male,39,3,Research Scientist,1,Divorced,6369.0,1,Yes,12,3,3,80,1,11,1,3,0,0,0,0
12239,47,No,Travel_Rarely,479,Sales,7,4,Other,1.0,4,Female,65,3,Sales Representative,3,Divorced,10544.0,5,No,18,3,3,80,0,29,4,3,3,3,3,3
12240,33,No,Travel_Frequently,577,Sales,7,4,Life Sciences,1.0,2,Female,79,3,Manager,2,Married,12709.0,5,No,23,3,2,80,3,15,3,3,6,6,0,2
12241,26,No,Travel_Rarely,449,Sales,4,3,Life Sciences,1.0,4,Female,61,4,Manager,4,Single,9896.0,0,No,22,3,4,80,1,8,3,4,0,0,0,0
12242,38,No,Travel_Frequently,388,Sales,7,4,Life Sciences,1.0,1,Male,53,3,Sales Executive,1,Married,8543.0,3,Yes,24,3,3,80,0,20,2,3,0,0,0,0
12243,43,Yes,Travel_Frequently,491,Research & Development,9,5,Marketing,1.0,2,Male,67,3,Research Scientist,2,Married,10808.0,4,No,20,3,3,80,0,25,2,2,1,1,1,1
12244,46,Yes,Travel_Rarely,644,Research & Development,2,4,Life Sciences,1.0,1,Female,88,3,Research Director,2,Married,14186.0,5,No,20,3,3,80,3,28,5,2,6,5,4,6
12245,52,Yes,Travel_Frequently,456,Sales,4,2,Technical Degree,1.0,4,Male,62,2,Sales Executive,1,Divorced,10053.0,5,Yes,21,3,1,80,3,34,3,2,12,4,3,7
12246,60,Yes,Travel_Rarely,590,Sales,7,4,Technical Degree,1.0,1,Female,81,4,Sales Executive,4,Married,12995.0,9,No,15,3,4,80,0,42,3,3,6,6,3,1
12247,39,No,Travel_Rarely,393,Research & Development,8,3,Medical,1.0,2,Male,54,1,Laboratory Technician,3,Divorced,8660.0,5,No,20,3,3,80,0,21,4,3,7,1,4,4
12248,30,No,Travel_Frequently,345,Sales,24,5,Marketing,1.0,4,Male,47,3,Sales Executive,4,Single,7595.0,1,No,25,3,1,80,1,12,5,3,2,2,0,0
12249,41,No,Travel_Rarely,417,Sales,21,4,Technical Degree,1.0,4,Male,57,3,Sales Executive,3,Single,9186.0,6,Yes,15,2,1,80,1,23,0,3,3,0,3,2
12250,34,No,Travel_Rarely,295,Research & Development,16,1,Marketing,1.0,3,Male,40,1,Laboratory Technician,4,Single,6499.0,1,No,20,3,1,80,2,16,5,3,10,4,1,1
12251,46,No,Travel_Rarely,352,Sales,4,2,Life Sciences,1.0,4,Female,48,3,Sales Representative,2,Married,7751.0,4,No,11,3,1,80,1,28,4,3,10,0,0,10
12252,24,No,Non-Travel,457,Research & Development,10,4,Life Sciences,1.0,2,Male,62,2,Research Scientist,3,Divorced,10068.0,6,Yes,17,3,3,80,3,6,6,3,6,2,2,6
12253,60,No,Travel_Frequently,589,Sales,9,4,Life Sciences,1.0,1,Female,81,3,Sales Executive,4,Single,12972.0,6,No,19,3,4,80,0,42,2,3,0,0,0,0
12254,45,No,Travel_Frequently,646,Research & Development,6,2,Other,1.0,4,Female,88,4,Manufacturing Director,1,Married,14223.0,6,Yes,21,3,3,80,3,27,6,3,8,4,2,1
12255,20,No,Non-Travel,559,Research & Development,14,4,Life Sciences,1.0,3,Female,76,3,Research Scientist,4,Married,12310.0,7,No,12,3,3,80,1,2,4,3,2,2,2,0
12256,29,Yes,Travel_Frequently,416,Sales,15,3,Medical,1.0,2,Male,57,4,Sales Representative,3,Single,9160.0,8,Yes,14,3,2,80,3,11,0,2,11,3,2,11
12257,45,No,Travel_Frequently,653,Research & Development,11,3,Life Sciences,1.0,4,Male,89,4,Research Director,1,Single,14373.0,3,No,23,3,4,80,1,27,3,3,3,2,0,0
12258,48,No,Travel_Rarely,370,Sales,5,2,Technical Degree,1.0,3,Male,50,2,Sales Executive,4,Married,8159.0,6,No,12,2,4,80,1,30,3,3,4,4,1,2
12259,24,Yes,Travel_Frequently,566,Research & Development,15,5,Medical,1.0,4,Female,77,3,Research Director,1,Single,12466.0,0,Yes,21,3,1,80,1,6,3,3,4,4,3,4
12260,44,No,Non-Travel,426,Research & Development,5,4,Life Sciences,1.0,4,Male,58,4,Laboratory Technician,3,Married,9372.0,7,No,15,3,2,80,1,26,3,1,6,2,0,5
12261,18,No,Travel_Frequently,389,Sales,16,5,Other,1.0,3,Male,53,2,Sales Executive,2,Single,8558.0,0,No,11,3,4,80,1,0,1,3,0,0,0,0
12262,36,No,Travel_Rarely,532,Research & Development,19,2,Technical Degree,1.0,3,Male,73,3,Research Director,3,Divorced,11712.0,2,Yes,14,3,4,80,1,18,3,3,1,1,0,1
12263,48,No,Travel_Frequently,428,Research & Development,9,4,Life Sciences,1.0,4,Female,58,4,Research Scientist,1,Married,9434.0,7,Yes,24,3,1,80,2,30,0,4,12,4,2,9
12264,31,No,Travel_Rarely,249,Sales,22,1,Technical Degree,1.0,1,Female,34,2,Sales Executive,2,Married,5488.0,3,No,12,3,4,80,0,13,4,1,5,5,0,2
12265,21,No,Travel_Frequently,469,Sales,11,2,Technical Degree,1.0,4,Male,64,4,Sales Representative,3,Married,10328.0,4,No,23,3,1,80,3,3,4,3,3,3,0,0
12266,38,No,Travel_Frequently,367,Sales,4,4,Marketing,1.0,1,Female,50,3,Sales Representative,4,Divorced,8080.0,3,Yes,11,4,2,80,1,20,5,2,2,2,2,2
12267,30,No,Travel_Rarely,324,Sales,4,3,Life Sciences,1.0,2,Female,44,3,Sales Executive,1,Divorced,7142.0,2,No,20,3,3,80,0,12,2,1,6,0,0,0
12268,43,No,Travel_Rarely,368,Research & Development,21,2,Life Sciences,1.0,4,Male,50,2,Research Scientist,3,Single,8104.0,3,No,21,3,1,80,1,25,3,3,0,0,0,0
12269,28,No,Travel_Rarely,586,Research & Development,10,4,Medical,1.0,2,Male,80,3,Research Director,2,Married,12904.0,1,Yes,24,3,4,80,2,10,5,3,1,1,1,1
12270,29,No,Travel_Rarely,354,Research & Development,13,4,Medical,1.0,1,Male,48,3,Laboratory Technician,1,Married,7791.0,2,Yes,25,4,1,80,1,11,5,4,8,4,3,1
12271,18,No,Travel_Frequently,364,Sales,10,4,Medical,1.0,2,Female,50,3,Sales Executive,4,Married,8028.0,1,Yes,16,3,3,80,0,0,5,4,0,0,0,0
12272,38,No,Travel_Rarely,398,Research & Development,9,2,Medical,1.0,4,Male,54,2,Laboratory Technician,2,Divorced,8764.0,8,No,21,3,2,80,1,20,3,3,20,1,2,2
12273,60,No,Travel_Frequently,615,Research & Development,11,5,Life Sciences,1.0,3,Male,84,4,Laboratory Technician,3,Married,13539.0,9,Yes,25,3,4,80,0,42,2,2,3,2,3,3
12274,25,No,Travel_Rarely,288,Research & Development,11,2,Medical,1.0,4,Male,39,1,Laboratory Technician,3,Married,6341.0,3,No,15,3,3,80,0,7,4,3,5,5,3,1
12275,38,No,Travel_Rarely,688,Sales,4,5,Medical,1.0,3,Female,94,4,Sales Representative,3,Divorced,15155.0,9,No,24,3,1,80,3,20,4,3,20,1,3,4
12276,47,No,Travel_Rarely,511,Research & Development,9,4,Human Resources,1.0,4,Female,70,2,Research Scientist,3,Divorced,11242.0,3,No,16,3,3,80,1,29,2,3,0,0,0,0
12277,34,No,Travel_Frequently,299,Research & Development,15,2,Medical,1.0,4,Male,41,3,Laboratory Technician,4,Married,6579.0,2,No,15,3,4,80,0,16,3,2,6,3,0,0
12278,39,No,Travel_Rarely,411,Sales,7,2,Marketing,1.0,2,Male,56,2,Sales Executive,2,Married,9045.0,4,No,13,3,1,80,3,21,2,4,21,1,6,0
12279,39,No,Non-Travel,565,Research & Development,16,3,Medical,1.0,3,Female,77,3,Manufacturing Director,2,Divorced,12436.0,5,Yes,19,3,3,80,1,21,3,4,2,1,0,2
12280,24,Yes,Non-Travel,515,Research & Development,5,5,Technical Degree,1.0,2,Female,70,2,Manager,1,Married,11349.0,1,No,25,3,4,80,2,6,2,3,0,0,0,0
12281,57,Yes,Non-Travel,813,Research & Development,9,5,Life Sciences,1.0,1,Male,100,2,Research Director,4,Divorced,16647.0024,7,No,24,3,4,80,1,39,2,2,1,1,0,1
12282,32,No,Non-Travel,369,Research & Development,15,5,Other,1.0,4,Female,50,3,Laboratory Technician,4,Single,8136.0,3,No,24,3,3,80,0,14,2,4,4,3,4,3
12283,43,No,Travel_Frequently,442,Sales,7,3,Technical Degree,1.0,4,Male,60,1,Sales Executive,4,Divorced,9735.0,6,No,22,4,2,80,0,25,2,2,1,1,0,1
12284,44,No,Travel_Rarely,698,Research & Development,7,4,Life Sciences,1.0,4,Female,96,2,Research Director,1,Single,15362.0,6,No,12,3,3,80,1,26,1,3,5,0,5,1
12285,35,No,Travel_Rarely,428,Research & Development,6,4,Technical Degree,1.0,3,Male,58,1,Laboratory Technician,4,Married,9429.0,2,No,13,3,4,80,0,17,2,1,9,0,5,2
12286,43,No,Travel_Frequently,437,Human Resources,6,1,Medical,1.0,2,Male,60,3,Manager,4,Married,9624.0,3,No,21,3,1,80,2,25,1,3,1,1,0,0
12287,39,No,Travel_Rarely,555,Research & Development,5,2,Medical,1.0,4,Male,76,2,Research Director,3,Divorced,12213.0,4,No,13,3,2,80,1,21,3,3,3,1,1,3
12288,22,Yes,Travel_Rarely,320,Research & Development,6,3,Other,1.0,2,Male,44,3,Research Scientist,2,Married,7047.0,1,No,24,3,1,80,0,4,2,3,4,1,0,0
12289,33,Yes,Travel_Rarely,534,Research & Development,6,3,Marketing,1.0,2,Male,73,3,Manufacturing Director,3,Single,11754.0,1,Yes,24,3,3,80,3,15,1,3,7,0,0,0
12290,30,No,Travel_Rarely,325,Research & Development,3,4,Life Sciences,1.0,2,Male,44,1,Research Scientist,3,Married,7153.0,4,No,18,4,3,80,1,12,3,1,7,7,2,2
12291,32,No,Travel_Rarely,575,Research & Development,7,4,Marketing,1.0,2,Male,79,3,Research Director,3,Married,12654.0,4,No,23,3,3,80,2,14,1,4,5,4,0,0
12292,23,Yes,Travel_Rarely,300,Human Resources,13,3,Life Sciences,1.0,3,Female,41,3,Human Resources,4,Divorced,6617.0,2,No,25,3,1,80,1,5,3,2,0,0,0,0
12293,48,No,Travel_Rarely,399,Research & Development,10,3,Other,1.0,3,Female,54,3,Laboratory Technician,2,Married,8786.0,5,No,20,3,4,80,0,30,2,2,4,1,4,4
12294,53,No,Travel_Rarely,683,Research & Development,8,2,Life Sciences,1.0,2,Male,93,2,Research Director,3,Divorced,15039.0,9,No,12,3,3,80,1,21,2,4,0,0,0,0
12295,46,No,Non-Travel,463,Research & Development,12,1,Medical,1.0,2,Female,63,3,Manager,1,Divorced,10195.0,6,Yes,19,3,4,80,3,28,1,3,13,3,2,7
12296,49,No,Travel_Rarely,478,Research & Development,8,4,Technical Degree,1.0,4,Female,65,2,Laboratory Technician,3,Married,10531.0,6,No,22,3,1,80,1,31,2,3,9,3,3,0
12297,33,No,Travel_Rarely,304,Research & Development,16,3,Other,1.0,3,Male,41,3,Research Scientist,2,Married,6700.0,5,No,19,3,1,80,1,15,2,3,4,2,0,4
12298,30,No,Non-Travel,665,Research & Development,6,4,Life Sciences,1.0,4,Male,91,2,Manufacturing Director,1,Single,14640.0,4,No,17,3,4,80,2,12,1,3,5,5,4,1
12299,29,No,Travel_Rarely,622,Research & Development,11,5,Life Sciences,1.0,2,Male,85,3,Manufacturing Director,2,Single,13685.0,0,No,11,4,3,80,0,11,4,3,3,2,0,2
12300,43,No,Travel_Frequently,447,Sales,15,4,Technical Degree,1.0,4,Male,61,2,Sales Representative,3,Married,9848.0,3,No,18,3,4,80,2,25,3,3,9,9,2,9
12301,39,No,Travel_Rarely,458,Research & Development,12,4,Technical Degree,1.0,3,Female,62,3,Research Scientist,2,Single,10077.0,7,No,13,3,2,80,3,21,5,3,21,0,0,13
12302,36,No,Travel_Frequently,330,Research & Development,9,2,Medical,1.0,2,Male,45,4,Laboratory Technician,1,Married,7267.0,3,No,12,3,3,80,2,18,2,4,9,3,9,8
12303,49,No,Travel_Rarely,353,Research & Development,12,1,Life Sciences,1.0,3,Male,48,4,Laboratory Technician,3,Married,7782.0,5,Yes,20,3,4,80,0,31,4,2,4,4,1,2
12304,41,No,Travel_Rarely,460,Research & Development,7,2,Life Sciences,1.0,2,Female,63,1,Manager,4,Divorced,10133.0,4,No,12,3,3,80,0,23,4,2,0,0,0,0
12305,28,Yes,Travel_Rarely,373,Research & Development,7,4,Medical,1.0,2,Male,51,3,Research Scientist,1,Married,8225.0,1,No,23,3,4,80,0,10,2,1,2,1,0,2
12306,30,No,Non-Travel,365,Research & Development,12,3,Life Sciences,1.0,2,Male,50,3,Laboratory Technician,1,Divorced,8042.0,3,No,12,3,2,80,1,12,4,3,5,4,1,3
12307,43,No,Travel_Rarely,549,Research & Development,15,2,Life Sciences,1.0,3,Female,75,3,Manufacturing Director,3,Single,12088.0,7,No,18,4,2,80,2,25,2,2,0,0,0,0
12308,47,No,Travel_Rarely,670,Research & Development,18,5,Technical Degree,1.0,4,Female,92,3,Manager,3,Single,14752.0,4,Yes,13,3,3,80,2,29,2,2,6,6,1,0
12309,42,No,Travel_Rarely,402,Sales,4,4,Life Sciences,1.0,1,Male,55,2,Sales Executive,3,Single,8862.0,3,No,12,3,4,80,0,24,3,1,2,1,0,2
12310,55,No,Travel_Frequently,466,Research & Development,18,3,Life Sciences,1.0,4,Male,64,3,Laboratory Technician,1,Married,10272.0,7,No,25,3,3,80,0,37,2,3,1,1,1,1
12311,53,No,Travel_Rarely,586,Research & Development,14,5,Life Sciences,1.0,3,Female,80,3,Laboratory Technician,1,Divorced,12902.0,9,No,24,4,2,80,0,35,4,3,5,0,4,0
12312,41,No,Non-Travel,371,Research & Development,8,2,Life Sciences,1.0,2,Female,51,1,Laboratory Technician,3,Married,8162.0,5,No,24,3,1,80,0,23,1,3,4,1,0,1
12313,28,No,Travel_Rarely,301,Research & Development,9,4,Marketing,1.0,1,Female,41,3,Research Scientist,4,Married,6628.0,4,No,23,3,4,80,0,10,3,3,3,1,3,0
12314,23,No,Travel_Rarely,316,Research & Development,20,4,Medical,1.0,3,Male,43,3,Laboratory Technician,3,Divorced,6955.0,0,No,21,4,3,80,0,5,3,2,2,1,0,2
12315,33,No,Travel_Frequently,409,Sales,7,5,Other,1.0,3,Male,56,3,Sales Executive,4,Married,9005.0,3,Yes,23,3,2,80,0,15,2,3,3,3,0,0
12316,44,No,Travel_Frequently,476,Sales,5,4,Life Sciences,1.0,3,Female,65,4,Sales Executive,2,Married,10487.0,4,No,11,3,4,80,0,26,2,3,1,1,0,1
12317,55,No,Travel_Rarely,627,Sales,6,3,Other,1.0,4,Male,86,2,Manager,2,Married,13801.0,7,Yes,16,3,2,80,2,37,2,2,22,0,3,0
12318,41,No,Travel_Frequently,387,Research & Development,9,3,Medical,1.0,3,Male,53,2,Laboratory Technician,4,Married,8532.0,3,No,18,3,3,80,0,23,4,2,9,1,0,9
12319,48,No,Travel_Rarely,356,Research & Development,5,2,Medical,1.0,1,Male,49,3,Research Scientist,4,Married,7849.0,5,No,23,3,4,80,0,30,4,3,2,2,2,1
12320,34,No,Travel_Rarely,311,Research & Development,4,2,Life Sciences,1.0,2,Male,42,3,Research Scientist,4,Divorced,6844.0,4,No,12,4,3,80,2,16,1,2,6,0,2,6
12321,43,No,Travel_Rarely,463,Research & Development,7,4,Other,1.0,3,Male,63,2,Laboratory Technician,2,Single,10206.0,6,No,20,3,3,80,1,25,0,3,2,0,1,1
12322,45,Yes,Travel_Rarely,395,Sales,10,3,Life Sciences,1.0,1,Male,54,4,Sales Representative,3,Divorced,8709.0,6,No,18,3,3,80,1,27,2,2,0,0,0,0
12323,18,No,Travel_Rarely,292,Research & Development,10,3,Medical,1.0,4,Female,40,2,Laboratory Technician,4,Married,6440.0,1,Yes,22,3,2,80,1,0,3,1,0,0,0,0
12324,32,Yes,Travel_Rarely,532,Human Resources,6,4,Other,1.0,1,Female,73,1,Manager,1,Divorced,11721.0,1,No,20,3,2,80,0,14,5,2,1,1,1,1
12325,46,Yes,Travel_Rarely,416,Human Resources,7,4,Technical Degree,1.0,2,Male,57,3,Healthcare Representative,4,Married,9164.0,6,No,21,3,4,80,0,28,3,2,9,0,2,1
12326,39,No,Travel_Rarely,424,Research & Development,9,4,Life Sciences,1.0,4,Male,58,3,Research Scientist,4,Married,9337.0,4,No,11,3,3,80,3,21,4,2,19,0,1,2
12327,25,No,Travel_Rarely,260,Sales,7,2,Technical Degree,1.0,4,Female,35,3,Sales Representative,2,Divorced,5738.0,0,No,12,3,1,80,0,7,4,3,2,2,0,2
12328,18,No,Non-Travel,500,Research & Development,10,4,Medical,1.0,3,Female,68,1,Laboratory Technician,4,Married,11008.0,6,Yes,21,3,2,80,2,0,4,3,0,0,0,0
12329,33,No,Travel_Rarely,493,Research & Development,6,5,Life Sciences,1.0,1,Male,67,3,Laboratory Technician,4,Single,10852.0,3,Yes,12,3,3,80,2,15,3,3,10,7,2,1
12330,36,Yes,Travel_Frequently,310,Sales,7,3,Medical,1.0,4,Male,42,2,Sales Executive,1,Single,6829.0,5,Yes,18,3,2,80,1,18,2,3,9,2,4,1
12331,28,Yes,Travel_Rarely,256,Research & Development,15,2,Medical,1.0,2,Male,35,3,Research Scientist,1,Married,5648.0,2,No,23,3,2,80,0,10,3,3,0,0,0,0
12332,38,No,Travel_Rarely,364,Research & Development,22,2,Medical,1.0,2,Male,50,3,Research Scientist,1,Divorced,8028.0,4,No,22,3,4,80,0,20,2,2,2,2,0,2
12333,42,No,Travel_Rarely,444,Research & Development,2,5,Marketing,1.0,2,Male,61,4,Research Scientist,3,Single,9775.0,2,No,12,3,3,80,1,24,2,3,6,6,2,4
12334,43,No,Travel_Rarely,533,Research & Development,2,1,Marketing,1.0,4,Male,73,3,Research Director,1,Divorced,11735.0,4,Yes,19,3,2,80,2,25,4,3,15,0,1,2
12335,18,No,Travel_Rarely,307,Research & Development,6,4,Medical,1.0,4,Male,42,3,Research Scientist,4,Single,6767.0,0,Yes,22,3,1,80,0,0,3,2,0,0,0,0
12336,23,No,Travel_Rarely,241,Research & Development,17,3,Other,1.0,3,Female,33,3,Laboratory Technician,4,Single,5309.0,0,No,25,3,2,80,0,5,5,2,4,3,0,0
12337,33,No,Travel_Frequently,460,Sales,5,3,Life Sciences,1.0,4,Male,63,4,Manager,2,Married,10120.0,3,No,18,3,2,80,2,15,3,3,7,7,2,4
12338,42,No,Travel_Rarely,314,Research & Development,12,2,Medical,1.0,4,Male,43,2,Research Scientist,3,Divorced,6917.0,6,No,11,3,4,80,1,24,0,3,1,1,1,1
12339,41,Yes,Non-Travel,324,Research & Development,14,2,Medical,1.0,3,Male,44,2,Laboratory Technician,1,Divorced,7147.0,2,No,17,3,2,80,0,23,2,4,4,4,1,3
12340,41,No,Travel_Rarely,676,Research & Development,13,4,Life Sciences,1.0,3,Female,93,3,Research Director,4,Married,14882.0,2,Yes,24,4,3,80,3,23,2,3,6,0,1,5
12341,33,No,Travel_Rarely,375,Research & Development,17,5,Life Sciences,1.0,4,Male,51,2,Research Scientist,4,Married,8257.0,2,No,18,3,3,80,1,15,2,3,0,0,0,0
12342,33,No,Non-Travel,308,Research & Development,9,3,Medical,1.0,1,Female,42,3,Research Scientist,3,Single,6786.0,2,No,11,3,4,80,1,15,1,3,1,0,1,1
12343,29,Yes,Travel_Frequently,380,Sales,6,4,Life Sciences,1.0,1,Male,52,1,Sales Representative,1,Married,8368.0,2,No,11,3,3,80,0,11,5,3,0,0,0,0
12344,44,Yes,Travel_Rarely,630,Research & Development,17,3,Life Sciences,1.0,2,Male,86,1,Research Director,1,Single,13863.0,4,Yes,17,3,4,80,1,26,4,2,6,3,0,3
12345,27,No,Travel_Rarely,602,Sales,12,5,Life Sciences,1.0,4,Male,82,2,Manager,2,Divorced,13256.0,2,Yes,25,3,1,80,2,9,4,4,9,9,3,1
12346,45,No,Travel_Frequently,446,Research & Development,10,5,Life Sciences,1.0,2,Male,61,1,Laboratory Technician,4,Married,9819.0,4,No,23,3,3,80,0,27,3,3,3,3,0,1
12347,39,No,Travel_Frequently,364,Research & Development,15,2,Other,1.0,2,Male,50,3,Laboratory Technician,3,Married,8028.0,4,No,12,3,1,80,0,21,3,2,5,5,1,0
12348,36,No,Travel_Frequently,535,Research & Development,15,4,Medical,1.0,2,Male,73,4,Research Scientist,3,Single,11786.0,4,Yes,12,3,1,80,2,18,2,3,18,13,6,4
12349,30,No,Travel_Frequently,548,Research & Development,24,4,Life Sciences,1.0,2,Male,75,3,Research Scientist,4,Married,12066.0,8,No,24,3,2,80,2,12,4,2,12,1,2,12
12350,23,No,Travel_Rarely,281,Research & Development,7,3,Other,1.0,4,Female,38,2,Laboratory Technician,3,Divorced,6182.0,0,No,12,3,3,80,2,5,1,2,5,5,2,0
12351,30,No,Travel_Rarely,356,Sales,8,4,Medical,1.0,4,Male,49,3,Sales Executive,4,Single,7847.0,4,Yes,16,3,3,80,0,12,3,2,6,0,1,1
12352,33,No,Travel_Frequently,367,Sales,9,5,Medical,1.0,3,Male,50,3,Sales Representative,3,Single,8090.0,2,No,25,3,2,80,0,15,5,4,5,5,0,0
12353,18,No,Travel_Frequently,286,Sales,11,4,Other,1.0,4,Male,39,3,Sales Executive,4,Single,6302.0,1,Yes,23,3,1,80,1,0,5,2,0,0,0,0
12354,35,No,Travel_Rarely,506,Sales,4,4,Marketing,1.0,4,Female,69,3,Manager,1,Divorced,11134.0,4,No,21,3,3,80,0,17,3,3,1,0,0,0
12355,46,No,Travel_Rarely,501,Research & Development,6,4,Medical,1.0,4,Male,69,4,Research Scientist,4,Divorced,11043.0,4,No,13,3,1,80,0,28,3,2,3,0,0,1
12356,42,Yes,Travel_Rarely,616,Research & Development,15,3,Life Sciences,1.0,3,Male,84,2,Research Director,2,Married,13561.0,3,No,23,3,3,80,2,24,1,2,23,1,3,0
12357,32,No,Travel_Frequently,283,Sales,13,2,Medical,1.0,4,Male,39,2,Sales Representative,4,Divorced,6247.0,4,No,18,3,3,80,0,14,2,3,4,3,0,4
12358,37,No,Non-Travel,420,Research & Development,17,4,Technical Degree,1.0,2,Male,57,1,Laboratory Technician,3,Married,9252.0,3,No,12,3,3,80,0,19,2,3,3,0,0,3
12359,31,No,Travel_Frequently,486,Sales,5,3,Life Sciences,1.0,2,Female,66,2,Manager,4,Married,10703.0,4,Yes,22,3,1,80,1,13,2,3,7,7,1,7
12360,38,No,Non-Travel,317,Sales,10,2,Life Sciences,1.0,2,Female,43,3,Sales Executive,4,Single,6985.0,4,Yes,14,3,3,80,0,20,4,3,6,6,1,0
12361,52,No,Travel_Rarely,432,Research & Development,11,2,Medical,1.0,4,Female,59,2,Laboratory Technician,3,Married,9514.0,6,No,23,3,4,80,0,34,3,3,4,3,1,3
12362,46,No,Non-Travel,368,Sales,7,2,Human Resources,1.0,2,Male,50,4,Sales Executive,3,Married,8100.0,7,No,14,3,4,80,0,28,3,2,6,2,2,5
12363,42,No,Travel_Frequently,414,Sales,7,3,Other,1.0,1,Male,57,2,Sales Representative,2,Single,9128.0,2,No,16,4,3,80,0,24,2,2,7,2,1,4
12364,32,No,Travel_Rarely,308,Human Resources,13,3,Life Sciences,1.0,2,Male,42,4,Human Resources,2,Married,6788.0,1,No,21,3,3,80,0,14,2,2,10,1,0,0
